film_id,title,directors,actor_count,screenwriters,production_companies,genres,award_count,nomination_count,role_count,intro_chars,wikitext_chars,source_url
Q113300586,捉鬼敢死队：冰封魅来,吉尔·基能,14,杰森·瑞特曼|吉尔·基能|}},哥伦比亚影业|}},喜剧|奇幻,0,0,12,242,14918,https://zh.wikipedia.org/wiki/%E6%8D%89%E9%AC%BC%E6%95%A2%E6%AD%BB%E9%9A%8A%EF%BC%9A%E5%86%B0%E5%B0%81%E9%AD%85%E4%BE%86
Q125422231,拿针的女孩,,1,马格努斯·冯·霍恩|莉恩·兰格贝克（Line Langebek）|}},北欧影业丹麦（Nordisk Film Denmark）|北欧影业瑞典（Nordisk Film Sweden）|熔岩影业（Lava Films）|EC1 Łódź|下西里西亚电影中心（Lower Silesia Film Centre）|}},剧情|恐怖|惊悚|家庭,0,0,0,341,21685,https://zh.wikipedia.org/wiki/%E6%8B%BF%E9%92%88%E7%9A%84%E5%A5%B3%E5%AD%A9
Q115789958,神鬼战士II,雷利·史考特,5,}},P + M Image Nation}},动作|剧情|冒险|历史,0,0,1,281,7239,https://zh.wikipedia.org/wiki/%E7%A5%9E%E9%AC%BC%E6%88%B0%E5%A3%ABII
Q24905214,玻璃工人 (电影),乌斯曼·里亚兹,2,乌斯曼·里亚兹（Usman Riaz）|莫亚·奥谢（Moya O’Shea）,[https://manoanimationstudios.com/ Mano Animation Studios],动画,0,0,0,178,8970,https://zh.wikipedia.org/wiki/%E7%8E%BB%E7%92%83%E5%B7%A5%E4%BA%BA_(%E9%9B%BB%E5%BD%B1)
Q113360912,哥吉拉与金刚：新帝国,亚当·温高德,5,杰瑞米·史列特,传奇影业,动作|科幻|奇幻,0,0,5,520,25465,https://zh.wikipedia.org/wiki/%E5%93%A5%E5%90%89%E6%8B%89%E8%88%87%E9%87%91%E5%89%9B%EF%BC%9A%E6%96%B0%E5%B8%9D%E5%9C%8B
Q122921080,GOAT：最强特务,,5,文卡特·普拉布|埃日拉拉苏·古纳塞卡兰（）|K·钱德鲁（）|}}|{{Infobox | decat = yes | child = yes,,动作|科幻|惊悚,0,0,5,665,15628,https://zh.wikipedia.org/wiki/GOAT%EF%BC%9A%E6%9C%80%E5%BC%B7%E7%89%B9%E5%8B%99
Q114352426,逃出抢钱镇,波西·彭西罗利（）,8,麦可·武凯丁诺维奇（）,聚光灯（）|博伊斯席勒娱乐公司（）|藏身处影业（）|}},喜剧|犯罪,0,0,8,266,10707,https://zh.wikipedia.org/wiki/%E9%80%83%E5%87%BA%E6%90%B6%E9%8C%A2%E9%8E%AE
Q117743008,孤狼救援,,3,,120dB电影（）|艾克梅火箭燃料（）|魔城制片室（）|}},动作|惊悚,0,0,3,138,6141,https://zh.wikipedia.org/wiki/%E5%AD%A4%E7%8B%BC%E6%95%91%E6%8F%B4
Q126199462,找死凶宅,南东协,5,,,喜剧,0,0,0,126,8618,https://zh.wikipedia.org/wiki/%E6%89%BE%E6%AD%BB%E5%87%B6%E5%AE%85
Q131300512,好东西,邵艺辉,4,邵艺辉,上海电影（集团）有限公司|上海淘票票影视文化有限公司|中国电影股份有限公司|长影集团有限责任公司,剧情,4,0,0,130,4143,https://zh.wikipedia.org/wiki/%E5%A5%BD%E4%B8%9C%E8%A5%BF
Q127510067,哈尔滨 (韩国电影),禹民镐,6,金景灿|禹民镐|李基哲,,动作|剧情|传记|历史,2,0,0,239,20875,https://zh.wikipedia.org/wiki/%E5%93%88%E7%88%BE%E6%BF%B1_(%E9%9F%93%E5%9C%8B%E9%9B%BB%E5%BD%B1)
Q131290723,听说 (韩国电影),赵善浩,3,,,剧情|爱情,0,0,0,167,9937,https://zh.wikipedia.org/wiki/%E5%90%AC%E8%AF%B4_(%E9%9F%A9%E5%9B%BD%E7%94%B5%E5%BD%B1)
Q126942918,刺猬 (电影),顾长卫,2,,,剧情|喜剧,0,0,0,126,6382,https://zh.wikipedia.org/wiki/%E5%88%BA%E7%8C%AC_(%E7%94%B5%E5%BD%B1)
Q118384193,地狱怪客：歪曲人的诅咒,布莱恩·泰勒 (导演),1,麦克·米格诺拉,}},恐怖|奇幻,0,0,0,188,6327,https://zh.wikipedia.org/wiki/%E5%9C%B0%E7%8D%84%E6%80%AA%E5%AE%A2%EF%BC%9A%E6%AD%AA%E6%9B%B2%E4%BA%BA%E7%9A%84%E8%A9%9B%E5%92%92
Q138874633,诡屋 (小说),石川淳一,13,丑尾健太郎,,恐怖|悬疑,0,0,8,128,13634,https://zh.wikipedia.org/wiki/%E8%A9%AD%E5%B1%8B_(%E5%B0%8F%E8%AA%AA)
Q112054756,此心安处,罗拔·湛米基斯,7,艾瑞克·罗斯,米拉麦克斯影业,剧情,0,0,6,256,11044,https://zh.wikipedia.org/wiki/%E6%AD%A4%E5%BF%83%E5%AE%89%E5%A4%84
Q122933268,异教诡屋,{{le|史考特·贝克和布莱恩·伍兹|Scott Beck and Bryan Woods|史考特·贝克|布莱恩·伍兹}},4,史考特·贝克|布莱恩·伍兹|}},贝克与伍兹（）|闪亮便士（）|}},恐怖|惊悚,0,0,4,193,9737,https://zh.wikipedia.org/wiki/%E7%95%B0%E6%95%99%E8%A9%AD%E5%B1%8B
Q123354204,隐藏的面孔 (电影),,3,,,惊悚|悬疑,0,0,0,208,11014,https://zh.wikipedia.org/wiki/%E9%9A%B1%E8%97%8F%E7%9A%84%E9%9D%A2%E5%AD%94_(%E9%9B%BB%E5%BD%B1)
Q115396783,卧底的退隐生活,高子彬,5,,本地制作|天下一电影制作,喜剧,0,0,0,72,7892,https://zh.wikipedia.org/wiki/%E8%87%A5%E5%BA%95%E7%9A%84%E9%80%80%E9%9A%B1%E7%94%9F%E6%B4%BB
Q123354220,劫机 (电影),金圣翰,4,金景灿,,动作|剧情|犯罪|灾难,0,0,0,174,12514,https://zh.wikipedia.org/wiki/%E5%8A%AB%E6%9C%BA_(%E7%94%B5%E5%BD%B1)
Q124670101,地平线：美国传奇 第一部,凯文·科斯特纳,9,凯文·科斯特纳|Jon Baird|}},新线影业,战争|西部,0,0,0,223,8598,https://zh.wikipedia.org/wiki/%E5%9C%B0%E5%B9%B3%E7%B7%9A%EF%BC%9A%E7%BE%8E%E5%9C%8B%E5%82%B3%E5%A5%87_%E7%AC%AC%E4%B8%80%E9%83%A8
Q124670100,地平线：美国传奇 第二部,凯文·科斯特纳,11,凯文·科斯特纳|Jon Baird|}},新线影业,战争|西部,0,0,0,139,5274,https://zh.wikipedia.org/wiki/%E5%9C%B0%E5%B9%B3%E7%B7%9A%EF%BC%9A%E7%BE%8E%E5%9C%8B%E5%82%B3%E5%A5%87_%E7%AC%AC%E4%BA%8C%E9%83%A8
Q136691873,缉恶,霍穗强,11,老马,北京爱奇艺科技有限公司|上海腾讯企鹅影视文化传播有限公司,动作|犯罪,0,0,11,124,2805,https://zh.wikipedia.org/wiki/%E7%BC%89%E6%81%B6
Q133254432,雄狮少年2,孙海鹏,3,孙海鹏|沈诚|张挺|史迈,北京百纳千成影视股份有限公司,动作|动画,0,0,0,88,7686,https://zh.wikipedia.org/wiki/%E9%9B%84%E7%8B%AE%E5%B0%91%E5%B9%B42
Q113903713,怪奇粉红物语,,2,珍·桑恩布伦,Smudge Films|Hypnic Jerk|}},恐怖|惊悚,0,0,2,434,38994,https://zh.wikipedia.org/wiki/%E6%80%AA%E5%A5%87%E7%B2%89%E7%B4%85%E7%89%A9%E8%AA%9E
Q115010349,关于你的想法,,3,珍妮弗·韦斯特费尔特,亚马逊米高梅工作室,喜剧|爱情|音乐|家庭,0,0,3,207,12194,https://zh.wikipedia.org/wiki/%E9%97%9C%E6%96%BC%E4%BD%A0%E7%9A%84%E6%83%B3%E6%B3%95
Q111918059,幻幻之交,约翰·卡拉辛斯基,7,约翰·卡拉辛斯基,}},喜剧|动画|奇幻,0,0,4,151,9474,https://zh.wikipedia.org/wiki/%E5%B9%BB%E5%B9%BB%E4%B9%8B%E4%BA%A4
Q119170838,异国日记,,4,,,动画,0,0,0,126,13256,https://zh.wikipedia.org/wiki/%E7%95%B0%E5%9C%8B%E6%97%A5%E8%A8%98
Q120986976,伏栗熊,杰夫·瓦德洛,1,杰夫·瓦德洛|格雷格·厄布（）|杰森·奥伦兰（）|}},布伦屋制片公司,恐怖|惊悚,0,0,1,325,12166,https://zh.wikipedia.org/wiki/%E4%BC%8F%E6%85%84%E7%86%8A
Q116980365,鬼圣胎,,2,安德鲁·洛贝尔（）,五五十电影（）|中童影业（）|}},恐怖,0,0,2,272,14929,https://zh.wikipedia.org/wiki/%E9%AC%BC%E8%81%96%E8%83%8E
Q129497832,她杀之心,,1,}},,剧情|犯罪|历史,0,0,0,258,6758,https://zh.wikipedia.org/wiki/%E5%A5%B9%E6%AE%BA%E4%B9%8B%E5%BF%83
Q113877606,脑筋急转弯2,凯尔西·曼恩,7,梅格·蕾法芙,华特迪士尼影业|皮克斯动画工作室,动画,0,0,0,538,27790,https://zh.wikipedia.org/wiki/%E8%85%A6%E7%AD%8B%E6%80%A5%E8%BD%89%E5%BD%8E2
Q117279005,闹事之徒,道格·李曼,11,凯西·艾佛列克,苹果制片室,喜剧|惊悚|犯罪,0,0,11,240,10261,https://zh.wikipedia.org/wiki/%E9%AC%A7%E4%BA%8B%E4%B9%8B%E5%BE%92
Q118641054,爱情，到此为止,贾斯汀·巴尔多尼,5,,哥伦比亚影业|Wayfarer Studios,爱情|家庭,0,0,5,229,26565,https://zh.wikipedia.org/wiki/%E7%88%B1%E6%83%85%EF%BC%8C%E5%88%B0%E6%AD%A4%E4%B8%BA%E6%AD%A2
Q117312560,头奖危机！,保罗·费格,6,罗布·耶斯康比（）,费格可娱乐（）|}},动作|喜剧,0,0,6,191,6452,https://zh.wikipedia.org/wiki/%E9%A0%AD%E7%8D%8E%E5%8D%B1%E6%A9%9F%EF%BC%81
Q136691765,金钱堡垒,彭氏兄弟,4,刘斯可,,剧情|悬疑,0,0,0,97,2290,https://zh.wikipedia.org/wiki/%E9%87%91%E9%92%B1%E5%A0%A1%E5%9E%92
Q136691745,极限奇援,雪村,3,雪村|俞晴,,喜剧|冒险,0,0,0,100,3105,https://zh.wikipedia.org/wiki/%E6%9E%81%E9%99%90%E5%A5%87%E6%8F%B4
Q108628759,小丑：双重疯狂,陶德·菲利普斯,10,陶德·菲利普斯|}},华纳兄弟|威秀电影|DC工作室,剧情|惊悚|犯罪,0,0,10,487,23699,https://zh.wikipedia.org/wiki/%E5%B0%8F%E4%B8%91%EF%BC%9A%E9%9B%99%E9%87%8D%E7%98%8B%E7%8B%82
Q122871547,一个奇迹的诞生,班·泰勒（Ben Taylor）,3,杰克·索恩,百代电影,剧情|传记,0,0,0,199,9882,https://zh.wikipedia.org/wiki/%E4%B8%80%E5%80%8B%E5%A5%87%E8%B9%9F%E7%9A%84%E8%AA%95%E7%94%9F
Q119549900,二号陪审员,克林·伊斯威特,7,乔纳森·艾布拉姆斯（Jonathan Abrams）,Dichotomy Films|}},惊悚,0,0,7,206,11425,https://zh.wikipedia.org/wiki/%E4%BA%8C%E5%8F%B7%E9%99%AA%E5%AE%A1%E5%91%98
Q130309828,杀机弥漫2,,3,詹姆斯·阿格纽（）,目的地影业,动作|惊悚,0,0,3,224,5780,https://zh.wikipedia.org/wiki/%E6%AE%BA%E6%A9%9F%E7%80%B0%E6%BC%AB2
Q121091587,杀手游戏 (电影),J·J·佩里,12,詹姆斯·科因（）|}},疯狂机会制片公司（）|耐力传媒（）|}},动作|喜剧,0,0,12,261,20726,https://zh.wikipedia.org/wiki/%E6%AE%BA%E6%89%8B%E9%81%8A%E6%88%B2_(%E9%9B%BB%E5%BD%B1)
Q127257393,喋血双雄 (2024年电影),吴宇森,7,布莱恩·海格兰,环球影业|亚特拉斯娱乐,动作|惊悚,0,0,7,309,11301,https://zh.wikipedia.org/wiki/%E5%96%8B%E8%A1%80%E9%9B%99%E9%9B%84_(2024%E5%B9%B4%E9%9B%BB%E5%BD%B1)
Q114345051,怜悯的种类,尤格·蓝西莫,7,尤格·蓝西莫|}},}},,0,0,7,191,8944,https://zh.wikipedia.org/wiki/%E6%86%90%E6%86%AB%E7%9A%84%E7%A8%AE%E9%A1%9E
Q114314695,猩球崛起：王国诞生,韦斯·波尔,6,,Oddball Entertainment|Jason T. Reed Productions|}},动作|科幻,0,0,3,226,13832,https://zh.wikipedia.org/wiki/%E7%8C%A9%E7%90%83%E5%B4%9B%E8%B5%B7%EF%BC%9A%E7%8E%8B%E5%9C%8B%E8%AA%95%E7%94%9F
Q107390449,猎人克莱文 (电影),J·C·陈多尔,7,李察·威克|阿特·马库姆、马特·霍洛威,哥伦比亚影业|漫威娱乐,,0,0,1,420,30238,https://zh.wikipedia.org/wiki/%E7%8D%B5%E4%BA%BA%E5%85%8B%E8%90%8A%E6%96%87_(%E9%9B%BB%E5%BD%B1)
Q114707487,功夫熊猫4,,8,PR Newswire,梦工厂动画,动作|喜剧|动画|奇幻|冒险,0,0,0,201,9906,https://zh.wikipedia.org/wiki/%E5%8A%9F%E5%A4%AB%E7%86%8A%E8%B2%934
Q125294821,姥姥的外孙,帕特·波尼蒂帕特（พัฒน์ บุญนิธิพัฒน์）,5,汤萨蓬·逖提拿坎（ทศพล ทิพย์ทินกร）|帕特·波尼蒂帕特,,剧情|家庭,0,0,3,308,14618,https://zh.wikipedia.org/wiki/%E5%A7%A5%E5%A7%A5%E7%9A%84%E5%A4%96%E5%AD%99
Q126686436,来福大酒店,刘博文,4,姚冠辰|刘博文,,剧情,0,0,0,116,4700,https://zh.wikipedia.org/wiki/%E6%9D%A5%E7%A6%8F%E5%A4%A7%E9%85%92%E5%BA%97
Q131911062,来自汪星的你,陆可,5,,,剧情,0,0,0,84,2972,https://zh.wikipedia.org/wiki/%E4%BE%86%E8%87%AA%E6%B1%AA%E6%98%9F%E7%9A%84%E4%BD%A0
Q109256895,来都来了,刘奋斗,3,,,喜剧,0,0,0,34,1978,https://zh.wikipedia.org/wiki/%E6%9D%A5%E9%83%BD%E6%9D%A5%E4%BA%86
Q123354202,幸福的国家,秋昌民,3,,,剧情|历史,0,0,0,117,13412,https://zh.wikipedia.org/wiki/%E5%B9%B8%E7%A6%8F%E7%9A%84%E5%9C%8B%E5%AE%B6
Q117176605,天眼救援,,6,大卫·弗里杰里奥|威廉·尤班克|}},意志媒体伙伴（）|RU机器人（）|高地电影集团（）|碎开影业（）|}},动作|惊悚,0,0,6,191,8901,https://zh.wikipedia.org/wiki/%E5%A4%A9%E7%9C%BC%E6%95%91%E6%8F%B4
Q124196410,破·地狱,陈茂贤,4,郑纬机,英皇电影|阿里影业|尚乘数科,剧情|喜剧|音乐|家庭,8,0,0,680,46765,https://zh.wikipedia.org/wiki/%E7%A0%B4%C2%B7%E5%9C%B0%E7%8D%84
Q131418573,久别重逢,梁礼彦,36,梁礼彦,,,0,0,36,249,24400,https://zh.wikipedia.org/wiki/%E4%B9%85%E5%88%A5%E9%87%8D%E9%80%A2
Q123354214,传说 (电影),唐季礼,4,唐季礼,,动作|奇幻|冒险,0,0,0,113,6661,https://zh.wikipedia.org/wiki/%E4%BC%A0%E8%AF%B4_(%E7%94%B5%E5%BD%B1)
Q123169098,查克的一生,麦可·弗拉纳根,13,麦可·弗拉纳根,QWGmire|Red Room Pictures|}},剧情|科幻,0,0,13,183,10928,https://zh.wikipedia.org/wiki/%E6%9F%A5%E5%85%8B%E7%9A%84%E4%B8%80%E7%94%9F
Q116431968,偷破天际线,F·加里·格雷,7,Writers Guild of America West,Hartbeat Productions|6th & Idaho Productions,动作|喜剧|惊悚|犯罪,0,0,0,168,8407,https://zh.wikipedia.org/wiki/%E5%81%B7%E7%A0%B4%E5%A4%A9%E9%9A%9B%E7%B7%9A
Q116470610,长腿,奥兹·柏金斯,5,奥兹·柏金斯,Deadline Hollywood,恐怖|惊悚,0,0,5,222,15612,https://zh.wikipedia.org/wiki/%E9%95%B7%E8%85%BF
Q121323115,大都市的爱情法,,2,,,剧情|喜剧|爱情,0,0,0,199,12381,https://zh.wikipedia.org/wiki/%E5%A4%A7%E9%83%BD%E5%B8%82%E7%9A%84%E7%88%B1%E6%83%85%E6%B3%95
Q130288104,我谈的那场恋爱,何妙祺,4,何妙祺|陈庆嘉,,剧情|喜剧|爱情,0,0,0,205,6704,https://zh.wikipedia.org/wiki/%E6%88%91%E8%AB%87%E7%9A%84%E9%82%A3%E5%A0%B4%E6%88%80%E6%84%9B
Q113488690,血爱成河,,5,萝斯·格拉斯|维罗妮卡·托菲尔斯卡（Weronika Tofilska）|}},Escape Plan|Lobo Films|}},,0,0,5,238,11367,https://zh.wikipedia.org/wiki/%E8%A1%80%E7%88%B1%E6%88%90%E6%B2%B3
Q117148881,当男人恋爱时 (2024年电影),瓦苏蒂克·特皮奇,2,Methus Sirinawin,GMMTV,动作|剧情|爱情,0,0,0,244,19597,https://zh.wikipedia.org/wiki/%E5%BD%93%E7%94%B7%E4%BA%BA%E6%81%8B%E7%88%B1%E6%97%B6_(2024%E5%B9%B4%E7%94%B5%E5%BD%B1)
Q124397989,隔墙有情人,帕特莉夏·丰特（Patricia Font）,1,玛塔·桑切斯（Marta Sánchez）,Tripictures|Second Gen Pictures|Blind Date Productions}},喜剧|爱情,0,0,0,212,8801,https://zh.wikipedia.org/wiki/%E9%9A%94%E7%89%86%E6%9C%89%E6%83%85%E4%BA%BA
Q111677117,蜘蛛夫人 (电影),,8,麦特·萨札玛,哥伦比亚影业|漫威娱乐,动作|科幻|奇幻|冒险,0,0,1,511,20845,https://zh.wikipedia.org/wiki/%E8%9C%98%E8%9B%9B%E5%A4%AB%E4%BA%BA_(%E9%9B%BB%E5%BD%B1)
Q126595889,谁偷了垃圾桶？,尼瑟兰·史瓦米纳森,2,尼瑟兰·史瓦米纳森|{{Infobox | decat = yes | child = yes,线路（）|激情制片室（）|}},动作|惊悚|悬疑,0,0,2,598,53655,https://zh.wikipedia.org/wiki/%E8%AA%B0%E5%81%B7%E4%BA%86%E5%9E%83%E5%9C%BE%E6%A1%B6%EF%BC%9F
Q126942936,一个男人和一个女人 (2024年电影),管虎,2,王宇菁|何亮瑜,,剧情,0,0,2,122,5131,https://zh.wikipedia.org/wiki/%E4%B8%80%E4%B8%AA%E7%94%B7%E4%BA%BA%E5%92%8C%E4%B8%80%E4%B8%AA%E5%A5%B3%E4%BA%BA_(2024%E5%B9%B4%E7%94%B5%E5%BD%B1)
Q122203155,美声歌后：玛丽亚,帕布罗·拉拉因,5,史蒂芬·奈特,Fremantle,剧情|传记,0,0,5,222,7936,https://zh.wikipedia.org/wiki/%E7%BE%8E%E8%81%B2%E6%AD%8C%E5%90%8E%EF%BC%9A%E7%91%AA%E9%BA%97%E4%BA%9E
Q130531369,玛利亚 (电影),D·J·克鲁索,1,提摩西·麦可·海耶斯（Timothy Michael Hayes）,Ludascripts|阿洛伊娱乐|露娜影业（Luna Film Productions）|桃树媒体合作伙伴（PeachTree Media Partners）|}},剧情|惊悚,0,0,0,242,9658,https://zh.wikipedia.org/wiki/%E7%91%AA%E5%88%A9%E4%BA%9E_(%E9%9B%BB%E5%BD%B1)
Q54893954,大师与玛格丽特 (2024年电影),迈克尔·洛克申,4,罗曼·坎托尔,,剧情|奇幻,0,0,0,320,4044,https://zh.wikipedia.org/wiki/%E5%A4%A7%E5%B8%AB%E8%88%87%E7%91%AA%E6%A0%BC%E9%BA%97%E7%89%B9_(2024%E5%B9%B4%E9%9B%BB%E5%BD%B1)
Q116032682,玛克辛,提·威斯特,10,提·威斯特,阿卡斯工业,恐怖,0,0,9,189,11274,https://zh.wikipedia.org/wiki/%E7%8E%9B%E5%85%8B%E8%BE%9B
Q117014906,辣妹过招 (2024年电影),莎曼珊·杰恩（）|小阿图罗·佩雷斯（）|}},5,蒂娜·费,}},喜剧|音乐,0,0,3,479,7154,https://zh.wikipedia.org/wiki/%E8%BE%A3%E5%A6%B9%E9%81%8E%E6%8B%9B_(2024%E5%B9%B4%E9%9B%BB%E5%BD%B1)
Q115175910,大都会 (2024年电影),弗朗西斯·福特·科波拉,13,法兰西斯·柯波拉,,剧情|科幻,0,0,13,278,12464,https://zh.wikipedia.org/wiki/%E5%A4%A7%E9%83%BD%E6%9C%83_(2024%E5%B9%B4%E9%9B%BB%E5%BD%B1)
Q124656179,蜗牛回忆录,,6,亚当·艾略特,墨尔本国际电影节首映基金,剧情|喜剧|动画|家庭,1,0,0,380,31100,https://zh.wikipedia.org/wiki/%E8%9C%97%E7%89%9B%E5%9B%9E%E5%BF%86%E5%BD%95
Q136691870,美人鱼的夏天,沈晓阳,0,沈晓阳,,动画|奇幻,0,0,0,96,4510,https://zh.wikipedia.org/wiki/%E7%BE%8E%E4%BA%BA%E9%B1%BC%E7%9A%84%E5%A4%8F%E5%A4%A9
Q124098360,米奇的捕鼠器,杰米·贝利（）,12,,进入架构制片公司（）,喜剧|恐怖,0,0,0,292,5335,https://zh.wikipedia.org/wiki/%E7%B1%B3%E5%A5%87%E7%9A%84%E6%8D%95%E9%BC%A0%E5%99%A8
Q116027468,师情化欲,杰德·哈雷·巴特利特,4,杰德·哈雷·巴特利特,}},惊悚,0,0,4,200,7850,https://zh.wikipedia.org/wiki/%E5%B8%AB%E6%83%85%E5%8C%96%E6%85%BE
Q115860236,非绅士特攻队,佳·烈治,10,保罗·汤玛西（）|艾瑞克·约翰逊（）|盖·瑞奇|}},托夫盖伊电影（）|红海电影基金（）|C2电影集团（）|媒体资本技术（）|}},动作|战争,0,0,4,426,13646,https://zh.wikipedia.org/wiki/%E9%9D%9E%E7%B4%B3%E5%A3%AB%E7%89%B9%E6%94%BB%E9%9A%8A
Q123354206,Cross：跨界任务,李明勋,3,李明勋,,动作|喜剧,0,0,0,125,12173,https://zh.wikipedia.org/wiki/Cross%EF%BC%9A%E8%B7%A8%E7%95%8C%E4%BB%BB%E5%8A%A1
Q124457266,海洋奇缘2,华特迪士尼公司,5,杰瑞·布希,华特迪士尼动画工作室,喜剧|动画|奇幻|冒险|音乐|家庭,0,0,0,342,27468,https://zh.wikipedia.org/wiki/%E6%B5%B7%E6%B4%8B%E5%A5%87%E7%B7%A32
Q122928724,钱不够用3：全部够用,梁智强,8,梁智强,HiJack Pictures|MM2 Entertainment|J Team Productions|Clover Films|B-01 Films,,0,0,0,114,3369,https://zh.wikipedia.org/wiki/%E9%92%B1%E4%B8%8D%E5%A4%9F%E7%94%A83%EF%BC%9A%E5%85%A8%E9%83%A8%E5%A4%9F%E7%94%A8
Q130396874,白衣苍狗,曾威量|尹又巧,6,曾威量,小公园（Le Petit Jardin）|E&W Films|二线影业（Deuxième Ligne Films）,剧情,3,0,6,425,25146,https://zh.wikipedia.org/wiki/%E7%99%BD%E8%A1%A3%E8%92%BC%E7%8B%97
Q105952623,怒火狂猴,戴夫·帕特尔,2,戴夫·帕托|保罗·安古纳维拉|}},环球影业,动作|惊悚,0,0,2,276,7800,https://zh.wikipedia.org/wiki/%E6%80%92%E7%81%AB%E7%8B%82%E7%8C%B4
Q123354210,盗月者,袁剑伟,4,陈健鸿,,惊悚|犯罪,0,0,0,182,6679,https://zh.wikipedia.org/wiki/%E7%9B%9C%E6%9C%88%E8%80%85
Q124367117,珍奇之物,米歇尔·阿扎纳维西于斯,2,米歇尔·阿扎纳维西于斯,映欧嘉纳,动画,0,0,2,161,8771,https://zh.wikipedia.org/wiki/%E7%8F%8D%E5%A5%87%E4%B9%8B%E7%89%A9
Q124395546,亲家遇到爱,马克·沃特斯,4,,}},喜剧|爱情,0,0,0,223,8680,https://zh.wikipedia.org/wiki/%E8%A6%AA%E5%AE%B6%E9%81%87%E5%88%B0%E6%84%9B
Q112182515,母亲的直觉,,4,萨拉·康拉特（Sarah Conradt）,Anton|Versus Production|}},惊悚,0,0,4,192,8323,https://zh.wikipedia.org/wiki/%E6%AF%8D%E4%BA%B2%E7%9A%84%E7%9B%B4%E8%A7%89
Q114242678,狮子王：木法沙,巴里·杰金斯,6,杰夫·内桑森,华特迪士尼影业,剧情|动画|奇幻|冒险|音乐,0,0,0,228,15999,https://zh.wikipedia.org/wiki/%E7%8D%85%E5%AD%90%E7%8E%8B%EF%BC%9A%E6%9C%A8%E6%B3%95%E6%B2%99
Q136691865,变体 (电影),李麒麟,4,李麒麟,北京皓仙文化传媒有限公司,动作|科幻|战争,0,0,0,111,2574,https://zh.wikipedia.org/wiki/%E8%AE%8A%E9%AB%94_(%E9%9B%BB%E5%BD%B1)
Q130044688,我的鬼情人,,2,,,剧情|喜剧|爱情|惊悚,0,0,0,84,4670,https://zh.wikipedia.org/wiki/%E6%88%91%E7%9A%84%E9%AC%BC%E6%83%85%E4%BA%BA
Q125619068,再见，爷爷,沈炯俊|托马斯·高（）,0,,爱宝乐园,动画|纪录,0,0,0,74,8574,https://zh.wikipedia.org/wiki/%E5%86%8D%E8%A7%81%EF%BC%8C%E7%88%B7%E7%88%B7
Q120487741,我的间谍2：永恒之城,彼得·西格尔,5,彼得·西格尔,胜图娱乐|卡拉汉电影公司,动作|喜剧,0,0,5,203,6010,https://zh.wikipedia.org/wiki/%E6%88%91%E7%9A%84%E9%97%B4%E8%B0%8D2%EF%BC%9A%E6%B0%B8%E6%81%92%E4%B9%8B%E5%9F%8E
Q116700659,路基完,金熙珍,2,,,剧情|爱情,0,0,0,172,10115,https://zh.wikipedia.org/wiki/%E8%B7%AF%E5%9F%BA%E5%AE%8C
Q124619782,绝不放手,亚历山大·阿甲,1,凯文·考夫林（Kevin Coughlin）|莱恩·格拉斯比（Ryan Grassby）|}},HalleHolly|}},恐怖|惊悚,0,0,1,152,9406,https://zh.wikipedia.org/wiki/%E7%BB%9D%E4%B8%8D%E6%94%BE%E6%89%8B
Q126942941,逆行人生,徐峥,1,,,剧情,0,0,0,67,5646,https://zh.wikipedia.org/wiki/%E9%80%86%E8%A1%8C%E4%BA%BA%E7%94%9F
Q116030637,五分钱男孩,,4,拉梅尔·罗斯|}},猎户座影业|B计划娱乐,剧情|历史,1,0,4,393,50536,https://zh.wikipedia.org/wiki/%E4%BA%94%E5%88%86%E9%92%B1%E7%94%B7%E5%AD%A9
Q132398945,小倩 (2024年电影),毛启超,0,,,动画,0,0,0,86,1701,https://zh.wikipedia.org/wiki/%E5%B0%8F%E5%80%A9_(2024%E5%B9%B4%E9%9B%BB%E5%BD%B1)
Q117842595,暗泳,布莱斯·麦奎尔（）,3,布莱斯·麦奎尔,原子怪兽影业|布伦屋制片公司,恐怖|惊悚,0,0,3,261,8825,https://zh.wikipedia.org/wiki/%E6%9A%97%E6%B3%B3
Q115475553,夜母,玛丽艾·海勒,2,玛丽艾·海勒,安纳布尔纳影业,喜剧|恐怖|家庭,0,0,2,207,15337,https://zh.wikipedia.org/wiki/%E5%A4%9C%E6%AF%8D
Q124440294,唯一的家园,哈姆丹·比拉勒（Hamdan Ballal）|拉谢尔·瑟尔（Rachel Szor）|}},0,巴西勒·阿德拉|哈姆丹·比拉勒|尤瓦尔·亚伯拉罕|拉谢尔·瑟尔|}},Yabayay Media|Antipode Films|}},纪录,1,0,0,149,5984,https://zh.wikipedia.org/wiki/%E5%94%AF%E4%B8%80%E7%9A%84%E5%AE%B6%E5%9B%AD
Q116361132,吸血鬼：诺斯费拉图,罗柏·艾格斯,8,罗柏·艾格斯,}},恐怖,0,0,7,239,13982,https://zh.wikipedia.org/wiki/%E5%90%B8%E8%A1%80%E9%AC%BC%EF%BC%9A%E8%AB%BE%E6%96%AF%E8%B2%BB%E6%8B%89%E5%9C%96
Q123943308,胡桃夹子们,大卫·戈登·格林,3,利兰·道格拉斯（Leland Douglas）,溪流影业（Rivulet Films）|}},剧情|喜剧|家庭,0,0,3,104,6209,https://zh.wikipedia.org/wiki/%E8%83%A1%E6%A1%83%E5%A4%B9%E5%AD%90%E4%BB%AC
